tip_diameter_mm,hub_ratio,blade_angle_deg,blade_count,speed_rpm,blade_profile,flow_rate_m3s,total_pressure_pa,temperature_celsius,efficiency_pct,shaft_power_kw,noise_dba,safety_factor,cost_total,is_feasible,status
1700.07,0.5462,30.34,4,1446,Flat Plate,5.5211,256.08,26.46,28.710,51.812,92.57,17.160,326169.08,1,warning
1493.00,0.5001,14.10,6,2151,NACA 4412,6.7437,1414.75,29.60,51.450,99.456,114.84,9.240,550495.82,1,warning
1268.88,0.4091,13.92,10,1744,NACA 4412,3.0822,1392.92,4.99,47.150,23.280,101.75,15.300,132513.03,1,warning
2948.49,0.5389,14.05,6,896,Flat Plate,5.5626,1885.60,1.10,11.100,169.245,117.09,14.240,1077682.04,1,warning
2390.42,0.5456,14.33,6,1383,NACA 4412,11.8274,1608.30,25.75,41.480,258.629,118.37,9.330,1464740.26,1,warning
1900.08,0.3632,24.33,6,2818,Flat Plate,17.3241,1444.25,-7.49,28.360,713.699,148.04,2.890,3828344.88,1,warning
552.46,0.5521,28.17,12,1903,NACA 4412,19.8116,720.77,48.19,0.000,0.000,98.71,72.100,592.76,0,warning
2547.43,0.4868,16.60,4,884,NACA 0012,8.4449,497.18,37.58,37.720,76.315,96.09,18.720,587001.20,1,warning
2441.52,0.3451,34.45,10,1753,NACA 2412,14.3213,618.90,41.74,20.210,472.412,130.10,4.410,2566462.58,1,warning
2462.79,0.5547,18.26,6,2444,Flat Plate,9.8542,245.75,47.19,12.420,1212.249,135.05,2.910,6517572.85,1,warning
2268.79,0.3471,30.73,10,1265,Flat Plate,11.8497,1639.57,47.13,25.990,124.648,118.25,8.760,713504.77,1,warning
918.53,0.5260,17.06,8,1185,NACA 0012,16.6084,409.17,6.45,0.000,0.000,95.61,78.600,4180.30,0,warning
1067.31,0.5038,31.44,12,1441,Flat Plate,13.9267,1535.52,30.43,81.040,17.674,95.24,29.860,97963.00,1,warning
2039.95,0.5909,27.73,8,986,Flat Plate,6.4155,560.77,2.53,29.640,44.627,95.66,27.020,279025.48,1,warning
1749.86,0.5511,32.00,12,2569,Flat Plate,13.4506,1072.11,40.70,33.720,344.851,141.79,5.050,1843121.22,1,warning
1450.18,0.5769,32.63,12,2577,NACA 0012,19.0461,422.16,49.83,56.000,207.304,122.75,7.730,1107092.91,1,warning
2828.30,0.3796,14.68,4,2295,NACA 2412,3.1762,1174.65,2.24,5.480,1786.110,143.00,2.020,9709647.28,1,warning
2097.12,0.5618,20.89,4,554,NACA 4412,5.4483,829.87,3.54,48.680,18.199,81.67,76.530,192628.60,1,warning
1621.79,0.5608,33.27,4,1492,NACA 2412,5.2362,539.32,14.63,30.910,50.548,98.61,18.090,312004.73,1,warning
2309.37,0.5974,32.80,6,1103,Flat Plate,7.0250,1914.98,-5.65,22.320,108.100,114.61,16.980,654268.67,1,warning
1443.04,0.5444,12.70,12,1712,NACA 0012,2.1012,1259.57,46.22,35.540,19.324,102.26,15.390,112850.88,1,warning
1815.40,0.5739,20.96,8,2136,NACA 0012,14.9044,1499.37,39.21,54.070,360.617,127.37,7.090,1938528.12,1,warning
2388.09,0.5259,26.74,8,1002,Flat Plate,5.3271,996.24,48.95,16.530,74.841,104.92,16.900,469394.23,1,warning
1179.32,0.4628,17.19,10,862,NACA 2412,5.6931,1267.02,38.22,84.160,3.028,78.26,56.410,23378.86,1,warning
640.23,0.3617,32.25,12,2283,NACA 4412,8.8339,670.68,-2.91,91.990,7.102,85.84,29.720,38593.89,1,warning
2958.21,0.5382,34.53,12,1556,Flat Plate,13.2506,1107.15,22.59,14.480,868.822,143.09,4.720,4688240.33,1,warning
656.60,0.3975,33.85,12,2095,NACA 2412,4.1971,812.61,4.51,80.410,5.847,82.90,33.070,31997.19,1,warning
1411.58,0.3946,31.13,10,681,NACA 4412,7.9193,1156.66,-7.14,68.270,5.897,80.34,52.340,44135.30,1,warning
2365.67,0.4988,14.74,4,2750,Flat Plate,12.5054,596.38,12.90,14.490,1618.298,146.54,2.290,8706478.71,1,warning
849.13,0.4748,14.04,4,2640,Flat Plate,11.0914,1171.51,40.17,0.000,0.000,120.57,18.430,6835.42,0,warning
504.97,0.4273,20.62,10,1498,NACA 2412,9.1280,822.38,38.23,0.000,0.000,88.26,86.770,587.32,0,warning
2842.25,0.3240,32.99,4,1353,NACA 2412,1.8703,733.37,14.83,2.620,410.558,120.04,5.480,2437779.44,1,warning
1576.71,0.3638,11.34,4,1944,NACA 0012,11.1606,660.33,-7.70,66.300,57.704,107.76,8.880,350588.98,1,warning
332.94,0.3828,30.54,12,2931,NACA 2412,2.9509,1870.89,7.51,0.000,0.000,98.69,31.380,141.90,0,warning
2612.65,0.3408,14.63,4,1853,NACA 4412,9.8003,699.68,11.88,21.010,806.471,125.19,3.510,4472789.42,1,warning
1071.65,0.5350,20.78,8,840,NACA 2412,4.0588,897.07,-6.46,82.600,2.896,72.71,100.370,21907.76,1,warning
1895.70,0.3113,18.69,4,1820,NACA 2412,15.4655,1113.31,26.01,50.860,245.054,116.44,6.700,1375178.02,1,warning
2982.45,0.5857,19.10,4,507,NACA 4412,19.1538,678.24,25.06,59.630,73.798,90.37,47.900,660529.26,1,warning
2554.62,0.5583,23.37,8,942,Flat Plate,19.1843,856.50,26.98,39.040,128.296,106.52,17.750,766072.15,1,warning
1646.99,0.4640,23.19,4,763,NACA 4412,12.0343,153.44,16.30,75.640,22.379,70.08,58.430,168567.11,1,warning
2646.51,0.5773,25.83,6,1926,NACA 4412,3.2616,450.73,40.56,5.020,850.038,131.68,4.200,4623706.46,1,warning
2269.89,0.4440,23.49,12,1843,NACA 0012,7.8846,817.95,28.93,14.530,381.519,138.10,5.020,2062423.45,1,warning
435.08,0.3920,27.05,12,1022,NACA 4412,16.9990,1972.54,15.34,0.000,0.000,95.50,43.080,316.11,0,warning
2672.58,0.4963,26.54,10,2180,Flat Plate,2.3670,595.15,2.81,2.730,1351.014,155.32,2.830,7231043.85,1,warning
2498.81,0.5313,31.25,10,1756,Flat Plate,15.5823,1659.71,17.45,22.480,603.358,141.84,5.120,3258796.22,1,warning
1684.06,0.3721,12.80,4,2282,NACA 2412,18.2605,139.12,9.67,67.280,190.738,101.74,5.730,1064192.71,1,warning
2076.36,0.4545,31.41,6,584,NACA 0012,16.5880,200.59,22.81,59.220,17.076,73.57,61.040,157657.25,1,warning
2976.82,0.5055,16.95,4,815,NACA 2412,2.3002,356.39,-6.76,9.200,145.287,97.60,16.580,1057543.94,1,warning
2161.98,0.3309,29.41,8,2771,NACA 4412,6.0428,187.77,15.39,9.120,981.563,142.45,2.280,5251009.50,1,warning
1144.91,0.5184,23.16,8,1367,Flat Plate,16.8959,989.95,12.11,85.140,9.897,93.30,37.010,60491.88,1,warning
2087.49,0.5710,17.02,12,2496,NACA 2412,12.8315,1134.89,2.42,37.800,890.225,152.64,3.910,4740675.36,1,warning
1297.46,0.4102,15.56,6,2298,Flat Plate,17.6286,1247.74,42.35,81.100,59.803,112.60,9.580,333034.42,1,warning
2225.40,0.5863,28.99,8,2480,NACA 0012,10.9054,1292.83,19.92,17.780,909.492,148.60,3.620,4867301.53,1,warning
2632.93,0.3961,30.05,10,2566,NACA 0012,9.9579,53.45,-2.50,8.710,2216.216,143.78,1.890,11807782.77,1,warning
1114.02,0.3067,23.74,6,2927,NACA 0012,11.1204,795.74,15.91,65.900,107.630,112.37,7.400,580006.37,1,warning
2876.57,0.3544,10.33,10,823,NACA 4412,14.8612,907.90,0.96,47.660,96.238,105.89,13.310,619289.22,1,warning
2271.23,0.4985,30.87,8,517,NACA 4412,10.3367,1923.33,47.30,47.140,13.599,90.24,51.210,136421.35,1,warning
730.48,0.4209,22.64,8,1089,NACA 0012,2.6185,917.69,43.49,87.520,0.699,65.37,91.720,5907.10,1,warning
2994.00,0.4463,23.19,10,905,NACA 2412,9.4201,350.24,42.92,15.820,178.223,102.21,12.110,1064342.36,1,warning
1438.25,0.3269,27.75,8,1830,NACA 4412,6.6169,1073.36,15.36,35.950,52.297,108.60,10.910,293874.50,1,warning
1114.72,0.5278,17.78,12,1069,NACA 4412,7.3831,1554.33,46.18,88.090,5.393,84.83,44.850,33494.00,1,warning
2300.00,0.4553,24.28,8,1355,NACA 2412,0.6195,1125.11,31.39,1.800,142.734,117.00,9.140,823637.28,1,warning
1876.22,0.3939,10.31,4,2232,NACA 2412,15.8796,1268.74,39.05,59.350,185.089,121.93,4.890,1055129.80,1,warning
867.84,0.4375,29.02,4,2968,NACA 0012,10.6797,785.43,23.74,81.250,58.724,102.35,13.460,318063.25,1,warning
523.52,0.3847,15.03,6,2746,NACA 0012,11.7679,1857.18,6.10,0.000,0.000,114.77,34.210,1103.01,0,warning
1136.66,0.3410,27.20,10,542,NACA 2412,11.5324,782.65,15.06,60.230,0.192,67.82,84.060,7815.96,1,warning
2307.98,0.5641,19.89,8,989,NACA 2412,7.7873,500.19,26.23,37.570,109.816,96.74,20.140,645002.86,1,warning
2492.55,0.4214,11.88,4,1529,Flat Plate,3.3105,145.32,38.50,15.970,142.193,99.25,6.100,929128.47,1,warning
2532.23,0.4344,14.93,12,2567,Flat Plate,8.2458,1926.48,5.83,8.440,1742.281,173.01,2.060,9278212.93,1,warning
1478.07,0.3869,24.80,6,1778,NACA 2412,19.2141,1214.86,-0.41,72.180,158.150,111.47,11.930,861415.05,1,warning
2301.93,0.4753,11.36,6,633,NACA 4412,12.2615,1365.54,23.32,68.680,20.436,93.06,40.110,198868.69,1,warning
2981.75,0.3207,21.73,8,1326,NACA 4412,15.5417,1980.70,14.74,16.970,585.201,138.03,4.870,3249212.15,1,warning
960.48,0.5125,26.51,4,2356,Flat Plate,13.1982,484.48,34.83,80.030,36.468,95.06,19.210,202582.37,1,warning
1412.21,0.5490,29.36,10,1494,NACA 4412,15.6836,237.89,-2.94,70.740,72.028,90.63,23.040,392933.75,1,warning
2631.90,0.5149,27.29,4,1908,NACA 2412,1.0420,1289.35,1.87,1.530,873.095,134.07,3.920,4817045.36,1,warning
2263.69,0.4604,26.47,10,2178,NACA 4412,12.7463,463.15,-0.96,20.410,770.499,143.39,3.770,4128112.56,1,warning
2079.38,0.4137,21.34,8,2467,NACA 2412,13.8664,816.38,10.62,23.530,712.091,141.51,3.310,3818424.42,1,warning
2227.36,0.4874,33.23,12,2636,Flat Plate,15.2043,125.31,-0.22,20.280,1183.847,143.40,2.770,6303358.90,1,warning
1614.63,0.3464,10.02,10,1454,Flat Plate,17.6469,592.40,36.91,67.080,20.539,100.50,13.910,128150.60,1,warning
753.95,0.5086,12.23,12,710,NACA 2412,2.3120,974.42,-4.20,0.000,0.000,80.61,115.470,1561.55,0,warning
1302.81,0.3020,13.83,8,907,NACA 4412,3.9420,1664.15,0.47,67.710,4.537,85.59,34.230,36798.74,1,warning
2673.46,0.5602,34.97,4,2761,NACA 0012,11.1082,773.23,33.50,9.940,2753.816,154.62,1.950,14767629.96,1,warning
1274.18,0.3122,17.56,12,1538,NACA 2412,8.0732,1629.11,34.34,71.240,22.571,100.50,13.810,127397.75,1,warning
1808.04,0.3552,15.07,10,714,NACA 4412,12.4661,269.64,43.18,77.010,12.903,74.58,44.810,95628.06,1,warning
1420.36,0.3749,31.90,12,2199,NACA 0012,5.8358,363.39,24.00,28.990,73.980,112.22,8.400,402399.35,1,warning
729.71,0.5127,25.71,10,1170,NACA 0012,4.9513,1569.96,6.75,78.240,0.255,76.75,73.240,3027.83,1,warning
2988.65,0.3651,16.66,4,1399,NACA 4412,12.9292,1759.04,-7.65,22.300,912.390,130.49,4.760,5135240.79,1,warning
1446.98,0.5798,21.26,10,2441,NACA 0012,3.0027,1113.97,28.60,17.900,98.208,125.47,8.580,531946.00,1,warning
740.58,0.5619,27.44,10,2739,NACA 2412,5.7777,1265.16,33.50,84.140,23.198,97.80,23.560,124425.14,1,warning
2032.29,0.5891,19.59,4,676,NACA 4412,2.0951,1524.11,47.55,25.210,17.144,88.15,57.060,175840.97,1,warning
2255.29,0.3845,15.77,8,2527,Flat Plate,7.1610,516.78,3.17,9.990,936.541,144.47,2.620,5020430.37,1,warning
2918.00,0.4869,20.09,8,1959,Flat Plate,11.8039,884.96,11.82,10.580,1600.120,150.56,2.900,8602380.56,1,warning
1380.69,0.4518,11.00,12,1334,NACA 0012,17.5254,1350.53,2.28,0.000,0.160,120.52,20.960,10736.29,0,warning
2145.01,0.3814,20.09,12,814,NACA 4412,7.9415,1888.44,24.32,42.870,50.818,100.79,17.620,306780.21,1,warning
618.97,0.5868,22.76,8,1760,NACA 2412,17.4168,342.23,23.50,0.000,0.000,93.63,88.980,1205.70,0,warning
2834.05,0.5453,23.34,6,1354,Flat Plate,3.8181,142.36,44.46,6.050,391.340,104.25,7.040,2231232.86,1,warning
2097.49,0.5734,20.16,4,2891,Flat Plate,4.6703,1679.47,-9.58,8.610,1043.968,151.99,2.950,5617825.81,1,warning
2218.41,0.5758,18.59,10,2952,NACA 4412,16.6030,1629.31,36.11,32.830,2277.473,164.80,2.520,12092774.48,1,warning
2356.89,0.4462,31.15,4,721,Flat Plate,18.1183,673.10,12.67,47.170,46.190,94.76,30.950,392568.01,1,warning
2704.71,0.3400,30.55,4,727,Flat Plate,7.4814,961.64,16.81,18.510,56.872,101.70,20.700,530023.94,1,warning
2145.32,0.3425,15.04,4,2962,NACA 0012,18.8979,1769.84,15.57,39.650,1055.441,151.94,2.040,5697654.12,1,warning
2612.43,0.4573,28.61,6,992,NACA 2412,8.7635,739.80,33.45,19.500,128.431,106.51,13.470,813317.12,1,warning
2771.02,0.3554,11.70,10,1002,NACA 4412,19.0620,1082.26,36.84,50.130,154.925,111.04,9.820,918044.71,1,warning
996.87,0.3433,29.93,12,2630,NACA 2412,13.6537,828.35,12.14,74.950,67.094,111.39,10.620,358760.54,1,warning
509.18,0.3358,28.30,8,1586,NACA 2412,2.8152,1765.60,37.66,88.030,0.288,72.08,53.420,2282.60,1,warning
1067.86,0.3156,30.50,6,1222,NACA 2412,2.7038,1453.83,48.59,44.470,3.559,85.16,37.760,28212.84,1,warning
1732.45,0.3848,11.41,10,2840,NACA 0012,12.7083,1222.76,-9.70,52.760,256.522,148.38,3.420,1380982.76,1,warning
804.13,0.3704,15.84,10,1398,NACA 0012,18.8930,1976.07,22.41,0.000,0.000,110.01,32.200,2403.61,0,warning
2319.55,0.5220,34.61,10,2945,NACA 4412,12.5099,1889.25,36.19,15.540,1801.602,170.29,2.120,9584487.60,1,warning
1559.10,0.5118,21.36,12,1232,NACA 2412,18.0101,463.06,44.95,81.210,52.014,91.35,24.990,288948.45,1,warning
2808.09,0.5594,19.93,6,1001,NACA 2412,17.8020,835.07,-8.89,43.210,366.370,111.39,13.270,2092702.39,1,warning
2087.71,0.3451,10.84,10,2141,NACA 0012,1.5175,1193.73,48.88,8.610,135.915,136.69,3.970,761132.48,1,warning
2195.60,0.5418,12.89,6,561,Flat Plate,13.9533,204.21,15.41,76.550,9.919,72.59,66.920,127606.84,1,warning
2895.19,0.3599,32.97,8,1742,NACA 4412,12.8653,100.52,0.97,12.580,1168.622,125.90,3.290,6322420.37,1,warning
1139.96,0.4086,31.84,8,2150,NACA 0012,18.3108,771.69,2.04,76.680,79.326,105.28,13.900,428107.11,1,warning
1438.02,0.3830,10.67,8,2335,Flat Plate,3.1735,299.66,4.75,38.060,39.761,104.30,7.500,227507.86,1,warning
2899.03,0.5856,17.78,6,2214,NACA 2412,3.9429,1222.60,-3.49,6.820,2665.058,155.40,2.690,14263574.59,1,warning
1531.88,0.4611,20.49,4,1290,Flat Plate,17.6623,907.28,-7.17,70.590,46.963,100.52,23.300,288867.23,1,warning
639.56,0.4057,17.78,10,2673,NACA 4412,4.8708,168.10,22.26,90.100,4.619,74.30,28.880,25627.04,1,warning
432.21,0.5316,23.70,6,2381,NACA 0012,12.9080,1420.39,28.88,0.000,0.000,103.06,81.560,578.08,0,warning
2624.91,0.3812,17.17,10,770,NACA 0012,3.0279,144.29,-5.81,16.370,57.284,83.69,20.420,386518.03,1,warning
2606.40,0.4040,24.99,10,1003,NACA 4412,1.6641,1519.60,4.16,4.370,121.796,113.87,11.240,725647.85,1,warning
1349.26,0.5697,32.02,4,2026,Flat Plate,17.6822,836.87,11.66,64.730,98.508,107.94,14.370,546541.49,1,warning
1202.78,0.4905,16.65,4,2900,NACA 2412,5.1856,1684.37,4.96,51.690,98.501,118.35,7.820,540338.41,1,warning
2181.38,0.5536,31.76,4,1775,NACA 4412,1.2171,444.52,21.81,3.580,266.232,112.37,7.010,1517692.49,1,warning
366.85,0.5119,29.70,8,1721,Flat Plate,14.6337,982.32,23.35,0.000,0.000,88.94,152.400,269.19,0,warning
1506.68,0.3364,12.14,12,2053,Flat Plate,2.2603,571.88,13.62,29.260,34.020,112.42,8.050,193158.41,1,warning
2398.68,0.3591,28.00,8,857,NACA 0012,16.1255,105.42,35.34,37.240,65.150,83.21,19.590,424476.15,1,warning
2485.72,0.5380,15.36,10,2398,Flat Plate,7.5782,1359.02,42.29,9.580,1181.068,159.79,2.850,6313478.70,1,warning
913.79,0.4989,32.20,4,677,NACA 0012,13.0756,1842.44,47.09,0.000,0.000,93.66,191.850,8396.15,0,warning
1379.34,0.4339,17.97,8,924,NACA 0012,13.2248,878.84,20.93,87.460,6.315,85.23,46.600,48323.05,1,warning
1929.29,0.4057,11.39,12,983,Flat Plate,14.4189,50.08,11.83,71.060,21.866,72.84,23.990,143164.40,1,warning
1872.00,0.5334,22.79,10,672,NACA 2412,19.8992,1271.38,38.12,83.830,24.558,89.23,49.840,158042.09,1,warning
1364.51,0.4163,12.92,4,1520,NACA 2412,5.7840,749.62,14.68,65.080,19.543,94.65,20.190,132435.22,1,warning
1952.97,0.5784,34.89,8,1956,Flat Plate,14.7071,1029.21,6.82,35.240,301.184,127.81,7.410,1631489.66,1,warning
2149.02,0.4108,30.01,12,566,NACA 0012,2.0134,1312.87,12.58,13.970,8.718,87.53,33.800,84057.48,1,warning
464.16,0.5603,25.33,12,528,NACA 4412,13.8364,1789.26,0.57,0.000,0.000,93.59,118.140,348.75,0,warning
1483.06,0.4313,25.39,8,1263,Flat Plate,17.5824,309.44,-6.85,66.660,41.441,90.00,24.780,237807.80,1,warning
892.72,0.5460,25.60,10,1506,NACA 0012,1.0379,1129.34,18.36,33.180,2.641,82.21,47.290,17002.05,1,warning
2589.84,0.4812,33.26,8,514,NACA 2412,10.2386,482.90,8.56,36.330,23.740,84.27,49.670,222206.25,1,warning
864.15,0.5958,31.88,10,1061,NACA 4412,1.8248,1392.21,-2.15,60.730,1.502,74.73,91.900,10554.91,1,warning
2037.58,0.4468,23.87,4,2554,NACA 2412,15.5182,1571.33,-3.45,25.790,778.218,136.87,3.350,4212512.79,1,warning
2924.84,0.5301,16.35,4,956,NACA 0012,4.1812,1033.23,48.65,15.700,148.456,108.40,12.880,1054360.66,1,warning
2628.78,0.3063,28.12,12,2300,NACA 2412,1.3431,1964.51,7.46,1.400,1368.093,169.20,2.060,7307285.05,1,warning
2954.99,0.4276,26.30,12,1990,NACA 2412,6.7969,275.98,-4.94,5.950,1858.994,152.67,2.570,9932132.31,1,warning
1991.64,0.5159,17.90,4,1408,Flat Plate,7.9102,914.20,35.10,26.270,99.151,108.66,12.550,610389.37,1,warning
2471.23,0.4603,34.71,12,1191,NACA 0012,10.4327,1934.04,-2.62,21.460,192.393,125.56,9.240,1074336.85,1,warning
436.46,0.4889,13.15,4,896,NACA 4412,5.6788,320.85,44.28,0.000,0.000,74.93,546.770,920.75,0,warning
2097.95,0.4410,18.18,10,2931,Flat Plate,1.8347,1356.81,21.94,3.080,906.158,161.86,2.350,4835472.07,1,warning
2245.75,0.3922,28.18,8,1670,NACA 0012,17.9257,96.08,15.33,29.700,336.030,107.29,6.110,1842784.21,1,warning
1262.82,0.4620,32.32,12,1535,NACA 0012,0.8432,904.29,13.13,11.410,12.022,94.26,21.130,71162.84,1,warning
1028.33,0.5012,28.19,12,1971,NACA 2412,1.8457,512.40,21.41,30.440,11.590,90.69,22.070,65300.52,1,warning
2964.61,0.3733,20.02,6,1492,Flat Plate,8.5702,1952.05,46.05,8.950,643.803,133.31,4.230,3606364.15,1,warning
2747.58,0.4408,11.50,12,894,Flat Plate,16.7213,340.38,31.55,55.680,73.014,98.58,14.390,464706.87,1,warning
1539.72,0.5679,22.77,6,1750,NACA 0012,12.8068,1676.21,-6.32,66.780,138.678,112.97,14.450,758874.26,1,warning
1650.44,0.5462,11.62,4,2904,NACA 4412,16.8524,1792.25,32.53,64.950,359.233,134.19,4.510,1948024.59,1,warning
635.45,0.5742,32.77,6,1060,NACA 0012,18.8292,448.49,8.28,0.000,0.000,84.33,216.230,1764.18,0,warning
627.50,0.5513,27.07,12,1032,NACA 2412,10.7546,505.69,-0.36,0.000,0.000,82.31,157.390,869.24,0,warning
2185.21,0.4751,12.62,8,1256,NACA 0012,9.1913,1091.75,15.39,47.620,74.862,108.75,12.000,454255.66,1,warning
1104.01,0.3132,24.01,10,599,Flat Plate,3.3637,740.84,18.29,64.740,0.803,62.01,75.580,10462.69,1,warning
379.40,0.4971,11.38,10,1239,NACA 0012,12.4706,333.95,7.34,0.000,0.000,78.78,267.730,240.66,0,warning
2304.26,0.5959,20.97,8,1551,NACA 4412,14.0920,1842.57,-1.83,38.670,510.050,129.96,8.630,2759710.09,1,warning
386.55,0.5178,29.76,10,577,NACA 4412,7.3467,1634.25,29.12,0.000,0.000,90.07,145.590,250.84,0,warning
880.45,0.5134,30.24,10,1717,NACA 2412,0.6480,1889.90,-6.57,22.180,3.483,90.64,32.670,21419.82,1,warning
900.42,0.5916,33.80,12,1038,NACA 2412,17.9044,916.80,29.39,0.000,0.000,97.91,89.780,2460.42,0,warning
629.26,0.4193,16.29,4,2496,Flat Plate,7.2982,1676.87,42.07,0.000,0.000,112.50,33.780,2848.74,0,warning
1629.19,0.3214,18.76,6,1057,Flat Plate,8.9439,1822.77,-3.90,46.340,22.176,101.65,23.180,150686.73,1,warning
2892.38,0.5306,22.82,10,1254,NACA 4412,8.3548,419.79,22.92,13.060,425.711,119.84,7.630,2356051.44,1,warning
1637.15,0.3092,27.48,6,2145,Flat Plate,2.4971,372.03,37.07,10.240,98.785,108.90,6.480,556413.61,1,warning
783.14,0.3101,26.24,12,831,NACA 2412,15.4999,522.68,34.11,0.000,0.000,83.51,75.150,1852.92,0,warning
1230.49,0.4758,28.89,10,1513,Flat Plate,17.1111,346.99,44.21,74.850,31.656,88.04,26.010,175756.08,1,warning
1469.36,0.3414,14.14,12,2619,NACA 4412,4.3000,522.33,19.71,32.690,132.418,124.49,5.370,712736.19,1,warning
2267.20,0.4231,18.74,6,764,NACA 4412,5.9483,1374.42,24.31,35.110,46.547,97.40,27.100,334956.86,1,warning
2990.66,0.4797,27.86,8,1798,NACA 4412,12.9747,1106.70,-5.39,12.260,1615.592,150.77,3.240,8695397.12,1,warning
1917.72,0.5757,25.26,10,782,Flat Plate,14.2833,155.65,22.63,57.770,25.953,76.45,47.520,166355.94,1,warning
397.19,0.5387,29.99,10,2024,NACA 4412,15.3669,202.07,-2.10,0.000,0.000,81.81,143.070,267.56,0,warning
1210.25,0.4775,26.68,4,2477,NACA 2412,9.7414,1838.05,38.30,53.380,74.398,114.34,10.360,413338.10,1,warning
1690.24,0.3695,21.21,12,591,NACA 4412,5.8633,1239.61,30.07,61.540,7.832,79.34,37.850,60049.63,1,warning
1534.89,0.4785,13.75,6,2349,NACA 0012,15.4806,810.47,14.69,71.490,126.155,117.76,7.210,694227.35,1,warning
1914.99,0.3663,14.74,10,535,NACA 4412,9.9269,1489.89,-0.68,74.970,8.004,84.40,40.280,74798.57,1,warning
1172.28,0.5836,23.80,4,1826,NACA 0012,1.9410,115.80,3.76,26.240,17.400,79.01,24.120,108487.81,1,warning
1591.98,0.5340,13.54,12,797,NACA 4412,18.1455,858.60,31.10,89.760,6.406,85.69,49.560,48316.01,1,warning
2252.05,0.4111,31.83,10,1912,NACA 4412,7.9567,1069.96,-4.36,15.130,473.940,137.81,4.580,2559499.96,1,warning
2476.23,0.5167,15.14,12,2484,NACA 2412,14.4690,1732.32,20.84,29.300,1468.833,164.89,2.560,7825130.44,1,warning
1498.08,0.4731,24.81,4,2891,Flat Plate,13.2811,1313.28,3.80,39.520,279.464,130.27,4.980,1515919.57,1,warning
1985.53,0.4135,32.59,4,1464,NACA 0012,18.8328,187.64,12.42,42.530,153.191,98.56,10.390,900032.52,1,warning
2266.54,0.5257,17.70,10,980,NACA 2412,5.6572,1666.10,18.13,32.570,78.310,106.11,18.130,464533.00,1,warning
1045.68,0.3153,11.58,6,1231,NACA 0012,9.1859,167.98,14.94,0.000,0.000,89.30,47.420,8825.18,0,warning
486.59,0.4073,25.77,10,2899,NACA 2412,18.2695,1123.19,-0.34,0.000,0.000,112.14,32.850,528.71,0,warning
2754.97,0.3395,24.05,12,1605,NACA 0012,1.1341,1859.66,5.93,1.440,593.036,146.35,3.810,3217887.36,1,warning
475.99,0.4214,34.92,8,897,NACA 0012,1.4071,228.24,8.74,91.300,0.073,46.31,334.480,984.08,1,warning
1397.02,0.5994,24.27,10,1543,NACA 4412,3.7937,1789.99,-7.26,34.900,30.714,106.00,22.150,173395.58,1,warning
493.89,0.4734,34.99,10,2025,Flat Plate,15.4145,1865.48,22.92,0.000,0.000,105.67,50.410,538.44,0,warning
699.63,0.4005,14.36,10,1776,Flat Plate,6.4994,896.61,48.38,0.000,0.000,100.10,41.470,1574.30,0,warning
1353.22,0.5846,18.91,12,1814,NACA 0012,7.1353,1543.67,13.26,65.350,52.041,111.45,16.590,283731.12,1,warning
320.78,0.3999,34.96,12,1346,NACA 0012,15.6394,1825.63,30.57,0.000,0.000,94.54,48.090,126.46,0,warning
2142.73,0.4458,23.90,4,1199,NACA 0012,14.8322,165.83,45.15,36.940,101.728,92.29,13.770,649544.25,1,warning
1926.24,0.5987,13.02,4,2544,NACA 4412,13.4543,1395.02,3.83,49.650,556.130,129.72,4.720,3013578.15,1,warning
1026.12,0.3759,32.94,4,2399,Flat Plate,6.7186,129.73,-0.48,53.260,30.784,86.25,13.990,175316.54,1,warning
2026.69,0.3662,10.06,8,2980,NACA 4412,6.1802,1038.90,38.48,22.450,525.607,151.90,2.280,2828596.28,1,warning
2546.86,0.3425,22.69,4,1448,NACA 4412,1.7349,1816.44,-3.52,3.280,321.691,126.37,5.980,1893065.21,1,warning
547.90,0.5667,13.70,4,516,NACA 0012,11.9224,331.32,11.20,0.000,0.000,78.29,1110.720,1709.76,0,warning
1731.27,0.4833,16.71,12,1195,Flat Plate,3.8311,1132.29,19.15,23.060,30.260,101.37,19.010,179299.01,1,warning
1893.81,0.3120,27.27,8,583,NACA 0012,9.3092,818.74,27.74,50.980,8.087,81.27,48.440,82089.82,1,warning
1805.77,0.3688,13.33,4,1655,NACA 2412,16.2087,938.67,39.98,66.360,98.163,109.50,9.350,587354.74,1,warning
2467.11,0.3952,21.15,6,932,Flat Plate,13.6481,607.72,27.06,30.540,88.407,101.87,15.940,582875.42,1,warning
2966.59,0.3749,25.80,12,935,NACA 4412,15.9299,652.17,-4.18,23.720,240.469,115.09,10.190,1372594.44,1,warning
2859.65,0.5940,27.78,10,1977,NACA 0012,13.7729,443.34,48.75,14.040,1402.190,142.18,3.510,7511903.30,1,warning
367.20,0.4568,13.09,12,1628,Flat Plate,10.5235,1986.21,8.54,0.000,0.000,93.61,52.010,185.95,0,warning
1732.33,0.3240,34.71,6,1531,NACA 0012,10.3978,1955.74,3.37,35.800,77.938,115.17,10.710,452439.37,1,warning
323.49,0.4127,25.70,8,1075,NACA 4412,9.2282,235.73,0.48,0.000,0.000,74.41,419.850,193.91,0,warning
